DocumentID,DocumentTitle,DocumentURL,Letter Date,Letter Year,PrimaryLanguage,AdditionalLanguage,Author,Recipient,SourceSmallest,SourceCity,SourceState,SourceCountry,Source,DestinationSmallest,DestinationCity,DestinationState,DestinationCountry,Destination
625241,To ?,http://franklinpapers.org/franklin//yale?vol=15&page=272a,1768-11-28,1768,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
625242,From Joseph Priestley,http://franklinpapers.org/franklin//yale?vol=15&page=273a,1768-11-28,1768,English,,Joseph Priestley,Benjamin Franklin,Leeds,Leeds,West Yorkshire,England,"Leeds, West Yorkshire, England",London,London,Greater London,England,"London, Greater London, England"
625243,To Mary Stevenson,http://franklinpapers.org/franklin//yale?vol=15&page=274a,1768-11-15,1768,English,,Benjamin Franklin,Mary Stevenson Hewson,London,London,Greater London,England,"London, Greater London, England",Kensington,London,Greater London,England,"London, Greater London, England"
625244,From [Samuel Wharton],http://franklinpapers.org/franklin//yale?vol=15&page=275a,1768-12-2,1768,English,,Samuel Wharton,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
625245,The State of the Trade with the West Indies,http://franklinpapers.org/franklin//yale?vol=15&page=280a,1768-12-3,1768,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
625246,From Samuel Fayerweather,http://franklinpapers.org/franklin//yale?vol=15&page=283a,1768-12-5,1768,English,,Samuel Fayerweather,Benjamin Franklin,Cambridge,Cambridge,Massachusetts,America,"Cambridge, Massachusetts, America",London,London,Greater London,England,"London, Greater London, England"
625247,To [George Whitefield],http://franklinpapers.org/franklin//yale?vol=15&page=286a,1768-12-6,1768,English,,Benjamin Franklin,George Whitefield,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
625248,From Richard Jackson,http://franklinpapers.org/franklin//yale?vol=15&page=286b,1768-12-7,1768,English,,Richard Jackson,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
625249,Deborah Franklin: Receipt to Sarah Drury,http://franklinpapers.org/franklin//yale?vol=15&page=288a,1768-12-10,1768,English,,Deborah Franklin,Sarah Drury,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",,,Pennsylvania,America,"Pennsylvania, America"
625250,From James Parker,http://franklinpapers.org/franklin//yale?vol=15&page=288b,1768-12-12,1768,English,,James Parker (1714-1770),Benjamin Franklin,New York City,New York City,New York,America,"New York City, New York, America",London,London,Greater London,England,"London, Greater London, England"
625251,From William Robertson,http://franklinpapers.org/franklin//yale?vol=15&page=290a,1768-12-12,1768,English,,William Robertson,Benjamin Franklin,Edinburgh,Edinburgh,,Scotland,"Edinburgh, Scotland",London,London,Greater London,England,"London, Greater London, England"
625252,To Deborah Franklin,http://franklinpapers.org/franklin//yale?vol=15&page=290b,1768-12-21,1768,English,,Benjamin Franklin,Deborah Franklin,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
625253,From Noble Wimberly Jones,http://franklinpapers.org/franklin//yale?vol=15&page=294a,1768-12-24,1768,English,,Noble Wimberly Jones,Benjamin Franklin,Savannah,Savannah,Georgia,America,"Savannah, Georgia, America",London,London,Greater London,England,"London, Greater London, England"
625254,From Sir John Pringle,http://franklinpapers.org/franklin//yale?vol=15&page=295a,1768,1768,English,,John Pringle,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
625255,To O[liver] N[eave],http://franklinpapers.org/franklin//yale?vol=15&page=295b,1768,1768,English,,Benjamin Franklin,Oliver Neave,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
625256,A New Version of the Lord's Prayer,http://franklinpapers.org/franklin//yale?vol=15&page=299a,1768,1768,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
625257,To Lord Kames,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=001a,1769-1-1,1769,English,,Benjamin Franklin,Henry Home,London,London,Greater London,England,"London, Greater London, England",Edinburgh,Edinburgh,,Scotland,"Edinburgh, Scotland"
625258,From William Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=004a,1769-1-2,1769,English,,William Franklin,Benjamin Franklin,Burlington,Burlington,New Jersey,America,"Burlington, New Jersey, America",London,London,Greater London,England,"London, Greater London, England"
625259,From Harvard College,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=006a,1769-1-4,1769,English,,Harvard College,Benjamin Franklin,Cambridge,Cambridge,Massachusetts,America,"Cambridge, Massachusetts, America",London,London,Greater London,England,"London, Greater London, England"
625260,Pennsylvania and Nonimportation,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=007a,1769-1-5,1769,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
625261,To Michael Hillegas,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=008a,1769-1-5,1769,English,,Benjamin Franklin,Michael Hillegas,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
625262,To Charles Thomson and Thomas Mifflin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=008b,1769-1-5,1769,English,,Benjamin Franklin,Charles Thomson:Thomas Mifflin,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
625263,To John Bartram,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=009a,1769-1-9,1769,English,,Benjamin Franklin,John Bartram,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
625264,To Joseph Galloway,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=010a,1769-1-9,1769,English,,Benjamin Franklin,Joseph Galloway,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
625265,A Horrid Spectacle to Men and Angels,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=018a,1769-1-15,1769,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
625266,A Purported Letter from Paris,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=019a,1769-1-17,1769,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
625267,Defense of American Placeholders,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=020a,1769-1-17,1769,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
625268,An Account Stated against G. G.,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=022a,1769-1-17,1769,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
625269,From Lord Kames,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=026a,1769-1-21,1769,English,,Henry Home,Benjamin Franklin,Edinburgh,Edinburgh,,Scotland,"Edinburgh, Scotland",London,London,Greater London,England,"London, Greater London, England"
625270,To Charles Thomson and Thomas Mifflin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=027a,1769-1-27,1769,English,,Benjamin Franklin,Charles Thomson:Thomas Mifflin,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
625271,To Joseph Galloway,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=029a,1769-1-29,1769,English,,Benjamin Franklin,Joseph Galloway,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
625272,From Thomas Gilpin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=031a,1769-1-29,1769,English,,Thomas Gilpin,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
625273,To Jean-Baptiste LeRoy,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=033a,1769-1-31,1769,English,,Benjamin Franklin,Jean-Baptiste LeRoy,London,London,Greater London,England,"London, Greater London, England",Paris,Paris,Île-de-France,France,"Paris, Île-de-France, France"
625274,From William Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=034a,1769-1-31,1769,English,,William Franklin,Benjamin Franklin,Burlington,Burlington,New Jersey,America,"Burlington, New Jersey, America",London,London,Greater London,England,"London, Greater London, England"
625275,From Thomas Gordon,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=038a,1769-2-5,1769,English,,Thomas Gordon,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
625276,From Thomas Gilpin: (I),http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=039a,1769-2-6,1769,English,,Thomas Gilpin,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
625277,From Thomas Gilpin: (II),http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=039b,1769-2-6,1769,English,,Thomas Gilpin,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
625278,To Joseph Galloway,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=040a,1769-2-7,1769,English,,Benjamin Franklin,Joseph Galloway,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
625279,"To Smith, Wright, & Gray",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=041a,1769-2-13,1769,English,,Benjamin Franklin,"Smith, Wright, & Gray",London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
625280,"To Smith, Wright, & Gray",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=041b,1769-2-14,1769,English,,Benjamin Franklin,"Smith, Wright, & Gray",London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
625281,From Joseph Priestley,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=041c,1769-2-14,1769,English,,Joseph Priestley,Benjamin Franklin,Leeds,Leeds,West Yorkshire,England,"Leeds, West Yorkshire, England",London,London,Greater London,England,"London, Greater London, England"
625282,From James Parker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=042a,1769-2-17,1769,English,,James Parker (1714-1770),Benjamin Franklin,New York City,New York City,New York,America,"New York City, New York, America",London,London,Greater London,England,"London, Greater London, England"
625283,From the Selectmen of Boston,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=043a,1769-2-18,1769,English,,Selectmen of Boston,Benjamin Franklin,Boston,Boston,Massachusetts,America,"Boston, Massachusetts, America",London,London,Greater London,England,"London, Greater London, England"
625284,From Moses Franks,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=045a,1769-2-20,1769,English,,Moses Franks,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
625285,To Lord Kames,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=046a,1769-2-21,1769,English,,Benjamin Franklin,Henry Home,London,London,Greater London,England,"London, Greater London, England",Edinburgh,Edinburgh,,Scotland,"Edinburgh, Scotland"
625286,From John Foxcroft,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=048a,1769-2-21,1769,English,,John Foxcroft,Benjamin Franklin,Williamsburg,Williamsburg,Virginia,America,"Williamsburg, Virginia, America",London,London,Greater London,England,"London, Greater London, England"
625287,To Jane Mecom,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=050a,1769-2-23,1769,English,,Benjamin Franklin,Jane Mecom,London,London,Greater London,England,"London, Greater London, England",Boston,Boston,Massachusetts,America,"Boston, Massachusetts, America"
625288,To Samuel Cooper,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=052a,1769-2-24,1769,English,,Benjamin Franklin,Samuel Cooper,London,London,Greater London,England,"London, Greater London, England",Boston,Boston,Massachusetts,America,"Boston, Massachusetts, America"
625289,Draft of a Petition from the Colonial Agents to the House of Commons,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=054a,1769-2-24,1769,English,,Colonial Agents,House of Commons,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
625290,From Joseph Priestley,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=056a,1769-2-24,1769,English,,Joseph Priestley,Benjamin Franklin,Leeds,Leeds,West Yorkshire,England,"Leeds, West Yorkshire, England",London,London,Greater London,England,"London, Greater London, England"
625291,From Joseph-Étienne Bertier,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=056b,1769-2-27,1769,French,,Joseph-Étienne Bertier,Benjamin Franklin,Paris,Paris,Île-de-France,France,"Paris, Île-de-France, France",London,London,Greater London,England,"London, Greater London, England"
625292,To Deborah Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=057a,1769-3-1,1769,English,,Benjamin Franklin,Deborah Franklin,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
625293,From James Parker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=057b,1769-3-1,1769,English,,James Parker (1714-1770),Benjamin Franklin,New York City,New York City,New York,America,"New York City, New York, America",London,London,Greater London,England,"London, Greater London, England"
625294,From William Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=058a,1769-3-2,1769,English,,William Franklin,Benjamin Franklin,Burlington,Burlington,New Jersey,America,"Burlington, New Jersey, America",London,London,Greater London,England,"London, Greater London, England"
625295,From James Parker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=062a,1769-3-4,1769,English,,James Parker (1714-1770),Benjamin Franklin,New York City,New York City,New York,America,"New York City, New York, America",London,London,Greater London,England,"London, Greater London, England"
625296,To Joseph Galloway,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=062b,1769-3-9,1769,English,,Benjamin Franklin,Joseph Galloway,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
625297,To John Winthrop,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=065a,1769-3-11,1769,English,,Benjamin Franklin,John Winthrop,London,London,Greater London,England,"London, Greater London, England",Cambridge,Cambridge,Massachusetts,America,"Cambridge, Massachusetts, America"
625298,From James Parker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=067a,1769-3-20,1769,English,,James Parker (1714-1770),Benjamin Franklin,New York City,New York City,New York,America,"New York City, New York, America",London,London,Greater London,England,"London, Greater London, England"
625299,To Deborah Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=068a,1769-3-21,1769,English,,Benjamin Franklin,Deborah Franklin,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
625300,To Joseph Galloway,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=069a,1769-3-21,1769,English,,Benjamin Franklin,Joseph Galloway,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
625301,To Daniel Burton,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=070a,1769-3-26,1769,English,,Benjamin Franklin,Daniel Burton,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
625302,From James Parker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=072a,1769-3-29,1769,English,,James Parker (1714-1770),Benjamin Franklin,New York City,New York City,New York,America,"New York City, New York, America",London,London,Greater London,England,"London, Greater London, England"
625303,To Noble Wimberly Jones,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=078a,1769-4-3,1769,English,,Benjamin Franklin,Noble Wimberly Jones,London,London,Greater London,England,"London, Greater London, England",Savannah,Savannah,Georgia,America,"Savannah, Georgia, America"
625304,"From Richard Price: ""Observations on the Expectations of Lives, the Increase of Mankind, the Influence of Great Towns on Population, and Particularly the State of London with Respect to Healthfulness and Number of Inhabitants. In a Letter... to Benjamin Franklin, Esq; LL.D. and F.R.S.""",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=081a,1769-4-3,1769,English,,Richard Price,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
625305,Positions to Be Examined,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=107a,1769-4-4,1769,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
625306,From John Bartram,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=109a,1769-4-10,1769,English,,John Bartram,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
625307,From James Parker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=111a,1769-4-14,1769,English,,James Parker (1714-1770),Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
625308,From Michael Hillegas,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=111b,1769-4-15,1769,English,,Michael Hillegas,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
625309,From Thomas Coombe,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=112a,1769-4-17,1769,English,,"Thomas Coombe, Sr.",Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
625310,Pennsylvania Assembly Committee of Correspondence to Benjamin Franklin and Richard Jackson,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=113a,1769-4-18,1769,English,,Pennsylvania Assembly Committee of Correspondence,Benjamin Franklin:Richard Jackson,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
625311,From the Philadelphia Merchants,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=115a,1769-4-18,1769,English,,Philadelphia Merchants,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
625312,From Harvard College,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=117a,1769-4-25,1769,English,,Harvard College,Benjamin Franklin,Cambridge,Cambridge,Massachusetts,America,"Cambridge, Massachusetts, America",London,London,Greater London,England,"London, Greater London, England"
625313,To Samuel Cooper,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=117b,1769-4-27,1769,English,,Benjamin Franklin,Samuel Cooper,London,London,Greater London,England,"London, Greater London, England",Boston,Boston,Massachusetts,America,"Boston, Massachusetts, America"
625314,To Jane Mecom,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=120a,1769-4-27,1769,English,,Benjamin Franklin,Jane Mecom,London,London,Greater London,England,"London, Greater London, England",Boston,Boston,Massachusetts,America,"Boston, Massachusetts, America"
625315,By Peter Hinrich Tesdorpf; Poem in Eulogy of Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=121a,1769-4-15,1769,German,,Peter Hinrich Tesdorpf,unspecified,Lübeck,Lübeck,Schleswig-Holstein,Germany,"Lübeck, Schleswig-Holstein, Germany",,,,,
625316,Ezra Stiles: Memoir and Conjecture,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=122a,1769-5-1,1769,English,,Ezra Stiles,unspecified,Newport,Newport,Rhode Island,America,"Newport, Rhode Island, America",,,,,
625317,From Charles Thomson and Thomas Mifflin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=125a,1769-5-3,1769,English,,Charles Thomson:Thomas Mifflin,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
625318,From William Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=126a,1769-5-11,1769,English,,William Franklin,Benjamin Franklin,Burlington,Burlington,New Jersey,America,"Burlington, New Jersey, America",London,London,Greater London,England,"London, Greater London, England"
625319,From James Parker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=130a,1769-5-12,1769,English,,James Parker (1714-1770),Benjamin Franklin,New York City,New York City,New York,America,"New York City, New York, America",London,London,Greater London,England,"London, Greater London, England"
625320,From Thomas Gilpin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=132a,1769-5-16,1769,English,,Thomas Gilpin,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
625321,From [Samuel] Wharton,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=132b,1769-5-19,1769,English,,Samuel Wharton,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
625322,From James Parker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=133a,1769-5-22,1769,English,,James Parker (1714-1770),Benjamin Franklin,New York City,New York City,New York,America,"New York City, New York, America",London,London,Greater London,England,"London, Greater London, England"
625323,From Amelia Evans,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=134a,1769-5-23,1769,English,,Amelia Evans,Benjamin Franklin,Tunis,Tunis,,Tunisia,"Tunis, Tunisia",London,London,Greater London,England,"London, Greater London, England"
625324,From Hannah Walker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=136a,1769-5-24,1769,English,,Hannah Walker,Benjamin Franklin,Westbury,Westbury,Wiltshire,England,"Westbury, Wiltshire, England",London,London,Greater London,England,"London, Greater London, England"
625325,From James Parker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=137a,1769-5-30,1769,English,,James Parker (1714-1770),Benjamin Franklin,New York City,New York City,New York,America,"New York City, New York, America",London,London,Greater London,England,"London, Greater London, England"
625326,From James Parker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=141a,1769-5-31,1769,English,,James Parker (1714-1770),Benjamin Franklin,New York City,New York City,New York,America,"New York City, New York, America",London,London,Greater London,England,"London, Greater London, England"
625327,From John Pownall,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=143a,1769-6-2,1769,English,,John Pownall,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
625328,To Deborah Franklin,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=144a,1769-6-3,1769,English,,Benjamin Franklin,Deborah Franklin,London,London,Greater London,England,"London, Greater London, England",Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America"
625329,From John Shippen,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=145a,1769-6-3,1769,English,,John Shippen,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
625330,Lightning Rods for St. Paul's Cathedral,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=145b,1769-6-7,1769,English,,Benjamin Franklin:John Canton:Edward Delaval:William Watson:Benjamin Wilson,James West,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
625331,To Noble Wimberly Jones,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=151a,1769-6-7,1769,English,,Benjamin Franklin,Noble Wimberly Jones,London,London,Greater London,England,"London, Greater London, England",Savannah,Savannah,Georgia,America,"Savannah, Georgia, America"
625332,From Thomas Bond,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=152a,1769-6-7,1769,English,,Thomas Bond,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
625333,From Cadwalader Evans,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=155a,1769-6-11,1769,English,,Cadwalader Evans,Benjamin Franklin,Philadelphia,Philadelphia,Pennsylvania,America,"Philadelphia, Pennsylvania, America",London,London,Greater London,England,"London, Greater London, England"
625334,Notes on a Week's Diet and Poor Health,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=157a,1769-6-12,1769,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
625335,From Anthony Tissington,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=158a,1769-6-13,1769,English,,Anthony Tissington,Benjamin Franklin,Alfreton,Alfreton,Derbyshire,England,"Alfreton, Derbyshire, England",London,London,Greater London,England,"London, Greater London, England"
625336,From James Parker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=159a,1769-6-18,1769,English,,James Parker (1714-1770),Benjamin Franklin,New York City,New York City,New York,America,"New York City, New York, America",London,London,Greater London,England,"London, Greater London, England"
625337,To Mary Stevenson,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=161a,1769-6-27,1769,English,,Benjamin Franklin,Mary Stevenson Hewson,London,London,Greater London,England,"London, Greater London, England",Kensington,London,Greater London,England,"London, Greater London, England"
625338,From James Parker,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=162a,1769-6-28,1769,English,,James Parker (1714-1770),Benjamin Franklin,New York City,New York City,New York,America,"New York City, New York, America",London,London,Greater London,England,"London, Greater London, England"
625339,From Sir John Pringle,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=162b,1769-6-15,1769,English,,John Pringle,Benjamin Franklin,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
625340,The Formation of the Grand Ohio Company,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=163a,1769-6-15,1769,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
625341,I. Heads of the Articles Relating to the Land Concern,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=165a,1769-6-15,1769,English,,Benjamin Franklin,unspecified,London,London,Greater London,England,"London, Greater London, England",,,,,
625342,"II. Franklin, Thomas Walpole, et al: Petition to the King",http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=166a,1769-6-15,1769,English,,Thomas Walpole:Richard Walpole:Richard Jackson:George Colebrooke:Thomas Pownall:Benjamin Franklin:Thomas Pitt:Lachlin MacLeane:Moses Franks:Jacob Franks:Henry Dagge:Aaron Franks:Naphtali Franks:Anthony Todd:John Foxcroft:James Dagge:John Dagge:Robert Trevor,King George III,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
625343,To Samuel Wharton and William Trent,http://franklinpapers.org/franklin/framedVolumes.jsp?vol=16&page=169a,1769-7-3,1769,English,,Benjamin Franklin,Samuel Wharton:William Trent,London,London,Greater London,England,"London, Greater London, England",London,London,Greater London,England,"London, Greater London, England"
